TS DB-Utility - Vers.: 3.6.02 
All Rights Reserved.
Copyright (C) 2003-2011 by Carl-Heinz Rave(CarlosHR)
 ---> 'Shape(23442)-FileName': Shape-file 'SR_1tSwt_w_im06dL_Long.s' not found!
 ---> 'Shape(23443)-FileName': Shape-file 'SR_1tSwt_w_im06dR_Long.s' not found!
 ---> 'Shape(23444)-FileName': Shape-file 'SR_1tSwt_c_im06dL_Ext.s' not found!
 ---> 'Shape(23445)-FileName': Shape-file 'SR_1tSwt_c_im06dR_Ext.s' not found!
 ---> 'Shape(23446)-FileName': Shape-file 'SR_1tSwt_w_im06dL_Ext.s' not found!
 ---> 'Shape(23447)-FileName': Shape-file 'SR_1tSwt_w_im06dR_Ext.s' not found!
 ---> 'Shape(23448)-FileName': Shape-file 'SR_1tSwt_c_im06dLS.s' not found!
 ---> 'Shape(23449)-FileName': Shape-file 'SR_1tSwt_w_im03dL_Full.s' not found!
 ---> 'Shape(23450)-FileName': Shape-file 'SR_1tSwt_w_im03dR_Full.s' not found!
 ---> 'Shape(23451)-FileName': Shape-file 'SR_Inter_4LStr_002m.s' not found!
 ---> 'Shape(23452)-FileName': Shape-file 'SR_Inter_4LStr_005m.s' not found!
 ---> 'Shape(23453)-FileName': Shape-file 'SR_Inter_4LStr_010m.s' not found!
 ---> 'Shape(23454)-FileName': Shape-file 'SR_Inter_4LStr_050m.s' not found!
 ---> 'Shape(23455)-FileName': Shape-file 'SR_Inter_4LStr_100m.s' not found!
 ---> 'Shape(23456)-FileName': Shape-file 'SR_Inter_4LStr_250m.s' not found!
 ---> 'Shape(23457)-FileName': Shape-file 'SR_Inter_4LCrv_0250r01d.s' not found!
 ---> 'Shape(23458)-FileName': Shape-file 'SR_Inter_4LCrv_0250r05d.s' not found!
 ---> 'Shape(23459)-FileName': Shape-file 'SR_Inter_4LCrv_0250r10d.s' not found!
 ---> 'Shape(23460)-FileName': Shape-file 'SR_Inter_4LCrv_0250r20d.s' not found!
 ---> 'Shape(23461)-FileName': Shape-file 'SR_Inter_4LCrv_0500r01d.s' not found!
 ---> 'Shape(23462)-FileName': Shape-file 'SR_Inter_4LCrv_0500r05d.s' not found!
 ---> 'Shape(23463)-FileName': Shape-file 'SR_Inter_4LCrv_0500r10d.s' not found!
 ---> 'Shape(23464)-FileName': Shape-file 'SR_Inter_4LCrv_0500r20d.s' not found!
 ---> 'Shape(23465)-FileName': Shape-file 'SR_Inter_4LCrv_1000r01d.s' not found!
 ---> 'Shape(23466)-FileName': Shape-file 'SR_Inter_4LCrv_1000r05d.s' not found!
 ---> 'Shape(23467)-FileName': Shape-file 'SR_Inter_4LCrv_1000r10d.s' not found!
 ---> 'Shape(23468)-FileName': Shape-file 'SR_Inter_4LCrv_1000r20d.s' not found!
 ---> 'Shape(23469)-FileName': Shape-file 'SR_Inter_4LCrv_1500r01d.s' not found!
 ---> 'Shape(23470)-FileName': Shape-file 'SR_Inter_4LCrv_1500r05d.s' not found!
 ---> 'Shape(23471)-FileName': Shape-file 'SR_Inter_4LCrv_1500r10d.s' not found!
 ---> 'Shape(23472)-FileName': Shape-file 'SR_Inter_4LCrv_1500r20d.s' not found!
 ---> 'Shape(23473)-FileName': Shape-file 'SR_Inter_4LCrv_2000r01d.s' not found!
 ---> 'Shape(23474)-FileName': Shape-file 'SR_Inter_4LCrv_2000r05d.s' not found!
 ---> 'Shape(23475)-FileName': Shape-file 'SR_Inter_4LCrv_2000r10d.s' not found!
 ---> 'Shape(23476)-FileName': Shape-file 'SR_Inter_4LCrv_2000r20d.s' not found!
 ---> 'Shape(23477)-FileName': Shape-file 'SR_XtCrv_w_00500r00_5dA.s' not found!
 ---> 'Shape(23478)-FileName': Shape-file 'SR_XtCrv_w_00500r00_5dB.s' not found!
 ---> 'Shape(23479)-FileName': Shape-file 'SR_XtCrv_w_00500r00_5dD.s' not found!
 ---> 'Shape(23480)-FileName': Shape-file 'SR_XtCrv_w_00500r00_5dE.s' not found!
 ---> 'Shape(23481)-FileName': Shape-file 'SR_1tCrv_c_00500r01d.s' not found!
 ---> 'Shape(23482)-FileName': Shape-file 'SR_1tCrv_w_00500r01d.s' not found!
 ---> 'Shape(23483)-FileName': Shape-file 'SR_XtCrv_c_00500r00_5dA.s' not found!
 ---> 'Shape(23484)-FileName': Shape-file 'SR_XtCrv_c_00500r00_5dB.s' not found!
 ---> 'Shape(23485)-FileName': Shape-file 'SR_XtCrv_c_00500r00_5dD.s' not found!
 ---> 'Shape(23486)-FileName': Shape-file 'SR_XtCrv_c_00500r00_5dE.s' not found!
 ---> 'Shape(23487)-FileName': Shape-file 'SR_XtCrv_c_04000r00_125dA.s' not found!
 ---> 'Shape(23488)-FileName': Shape-file 'SR_XtCrv_c_04000r00_125dB.s' not found!
 ---> 'Shape(23489)-FileName': Shape-file 'SR_XtCrv_c_04000r00_125dD.s' not found!
 ---> 'Shape(23490)-FileName': Shape-file 'SR_XtCrv_c_04000r00_125dE.s' not found!
 ---> 'Shape(23491)-FileName': Shape-file 'SR_XtCrv_c_04000r00_125dA.s' not found!
 ---> 'Shape(23492)-FileName': Shape-file 'SR_XtCrv_w_04000r00_125dB.s' not found!
 ---> 'Shape(23493)-FileName': Shape-file 'SR_XtCrv_w_04000r00_125dD.s' not found!
 ---> 'Shape(23494)-FileName': Shape-file 'SR_XtCrv_w_04000r00_125dE.s' not found!
 ---> 'Shape(23495)-FileName': Shape-file 'SR_1tCrv_c_04000r00_125d.s' not found!
 ---> 'Shape(23496)-FileName': Shape-file 'SR_1tCrv_w_04000r00_125d.s' not found!
 ---> 'Shape(23497)-FileName': Shape-file 'SR_2tStr_y_010m.s' not found!
 ---> 'Shape(23498)-FileName': Shape-file 'SR_2tStr_y_019_8m.s' not found!
 ---> 'Shape(23499)-FileName': Shape-file 'SR_2tStr_y_039_7m.s' not found!
 ---> 'Shape(23500)-FileName': Shape-file 'SR_2tStr_y_050m.s' not found!
 ---> 'Shape(23501)-FileName': Shape-file 'SR_2tStr_y_059_6m.s' not found!
 ---> 'Shape(23502)-FileName': Shape-file 'SR_2tStr_y_079_5m.s' not found!
 ---> 'Shape(23503)-FileName': Shape-file 'SR_2tStr_y_099_3m.s' not found!
 ---> 'Shape(23504)-FileName': Shape-file 'SR_2tStr_y_100m.s' not found!
 ---> 'Shape(23505)-FileName': Shape-file 'SR_2tStr_y_198_7m.s' not found!
 ---> 'Shape(23506)-FileName': Shape-file 'SR_2tStr_y_250m.s' not found!
 ---> 'Shape(23507)-FileName': Shape-file 'SR_2tStr_y_500m.s' not found!
 ---> 'Shape(23508)-FileName': Shape-file 'SR_1tStr_y_019_8m.s' not found!
 ---> 'Shape(23509)-FileName': Shape-file 'SR_1tStr_y_039_7m.s' not found!
 ---> 'Shape(23510)-FileName': Shape-file 'SR_1tStr_y_059_6m.s' not found!
 ---> 'Shape(23511)-FileName': Shape-file 'SR_1tStr_y_079_5m.s' not found!
 ---> 'Shape(23512)-FileName': Shape-file 'SR_1tStr_y_099_3m.s' not found!
 ---> 'Shape(23513)-FileName': Shape-file 'SR_1tStr_y_198_7m.s' not found!
 ---> 'Shape(23514)-FileName': Shape-file 'SR_3tStr_y_010m.s' not found!
 ---> 'Shape(23515)-FileName': Shape-file 'SR_1tTun_c_Str_005m.s' not found!
 ---> 'Shape(23516)-FileName': Shape-file 'SR_1tTun_c_Str_010m.s' not found!
 ---> 'Shape(23517)-FileName': Shape-file 'SR_1tTun_c_Str_020m.s' not found!
 ---> 'Shape(23518)-FileName': Shape-file 'SR_1tTun_c_Str_050m.s' not found!
 ---> 'Shape(23519)-FileName': Shape-file 'SR_1tTun_c_Str_100m.s' not found!
 ---> 'Shape(23520)-FileName': Shape-file 'SR_1tTun_c_Str_250m.s' not found!
 ---> 'Shape(23521)-FileName': Shape-file 'SR_1tTun_c_Crv_00150r01d.s' not found!
 ---> 'Shape(23522)-FileName': Shape-file 'SR_1tTun_c_Crv_00150r05d.s' not found!
 ---> 'Shape(23523)-FileName': Shape-file 'SR_1tTun_c_Crv_00150r10d.s' not found!
 ---> 'Shape(23524)-FileName': Shape-file 'SR_1tTun_c_Crv_00150r20d.s' not found!
 ---> 'Shape(23525)-FileName': Shape-file 'SR_1tTun_c_Crv_00200r01d.s' not found!
 ---> 'Shape(23526)-FileName': Shape-file 'SR_1tTun_c_Crv_00200r05d.s' not found!
 ---> 'Shape(23527)-FileName': Shape-file 'SR_1tTun_c_Crv_00200r10d.s' not found!
 ---> 'Shape(23528)-FileName': Shape-file 'SR_1tTun_c_Crv_00200r20d.s' not found!
 ---> 'Shape(23529)-FileName': Shape-file 'SR_1tTun_c_Crv_00250r01d.s' not found!
 ---> 'Shape(23530)-FileName': Shape-file 'SR_1tTun_c_Crv_00250r02_5d.s' not found!
 ---> 'Shape(23531)-FileName': Shape-file 'SR_1tTun_c_Crv_00250r05d.s' not found!
 ---> 'Shape(23532)-FileName': Shape-file 'SR_1tTun_c_Crv_00250r10d.s' not found!
 ---> 'Shape(23533)-FileName': Shape-file 'SR_1tTun_c_Crv_00250r20d.s' not found!
 ---> 'Shape(23534)-FileName': Shape-file 'SR_1tTun_c_Crv_00500r01d.s' not found!
 ---> 'Shape(23535)-FileName': Shape-file 'SR_1tTun_c_Crv_00500r05d.s' not found!
 ---> 'Shape(23536)-FileName': Shape-file 'SR_1tTun_c_Crv_00500r10d.s' not found!
 ---> 'Shape(23537)-FileName': Shape-file 'SR_1tTun_c_Crv_00500r20d.s' not found!
 ---> 'Shape(23538)-FileName': Shape-file 'SR_1tTun_c_Crv_01000r01d.s' not found!
 ---> 'Shape(23539)-FileName': Shape-file 'SR_1tTun_c_Crv_01000r05d.s' not found!
 ---> 'Shape(23540)-FileName': Shape-file 'SR_1tTun_c_Crv_01000r10d.s' not found!
 ---> 'Shape(23541)-FileName': Shape-file 'SR_1tTun_c_Crv_01000r20d.s' not found!
 ---> 'Shape(23542)-FileName': Shape-file 'SR_1tTun_c_Crv_01500r01d.s' not found!
 ---> 'Shape(23543)-FileName': Shape-file 'SR_1tTun_c_Crv_01500r05d.s' not found!
 ---> 'Shape(23544)-FileName': Shape-file 'SR_1tTun_c_Crv_01500r10d.s' not found!
 ---> 'Shape(23545)-FileName': Shape-file 'SR_1tTun_c_Crv_01500r20d.s' not found!
 ---> 'Shape(23546)-FileName': Shape-file 'SR_1tTun_c_Crv_02000r01d.s' not found!
 ---> 'Shape(23547)-FileName': Shape-file 'SR_1tTun_c_Crv_02000r05d.s' not found!
 ---> 'Shape(23548)-FileName': Shape-file 'SR_1tTun_c_Crv_02000r10d.s' not found!
 ---> 'Shape(23549)-FileName': Shape-file 'SR_1tTun_c_Crv_02000r20d.s' not found!
 ---> 'Shape(23550)-FileName': Shape-file 'SR_1tTun_c_05dL.s' not found!
 ---> 'Shape(23551)-FileName': Shape-file 'SR_1tTun_c_05dR.s' not found!
 ---> 'Shape(23552)-FileName': Shape-file 'SR_1tTun_c_10dL.s' not found!
 ---> 'Shape(23553)-FileName': Shape-file 'SR_1tTun_c_10dR.s' not found!
 ---> 'Shape(23554)-FileName': Shape-file 'SR_2tTun_c_Str_005m.s' not found!
 ---> 'Shape(23555)-FileName': Shape-file 'SR_2tTun_c_Str_010m.s' not found!
 ---> 'Shape(23556)-FileName': Shape-file 'SR_2tTun_c_Str_050m.s' not found!
 ---> 'Shape(23557)-FileName': Shape-file 'SR_2tTun_c_Str_100m.s' not found!
 ---> 'Shape(23558)-FileName': Shape-file 'SR_2tTun_c_Str_250m.s' not found!
 ---> 'Shape(23559)-FileName': Shape-file 'SR_2tTun_c_Crv_00250r01d.s' not found!
 ---> 'Shape(23560)-FileName': Shape-file 'SR_2tTun_c_Crv_00250r05d.s' not found!
 ---> 'Shape(23561)-FileName': Shape-file 'SR_2tTun_c_Crv_00250r10d.s' not found!
 ---> 'Shape(23562)-FileName': Shape-file 'SR_2tTun_c_Crv_00250r20d.s' not found!
 ---> 'Shape(23563)-FileName': Shape-file 'SR_2tTun_c_Crv_00500r01d.s' not found!
 ---> 'Shape(23564)-FileName': Shape-file 'SR_2tTun_c_Crv_00500r05d.s' not found!
 ---> 'Shape(23565)-FileName': Shape-file 'SR_2tTun_c_Crv_00500r10d.s' not found!
 ---> 'Shape(23566)-FileName': Shape-file 'SR_2tTun_c_Crv_00500r20d.s' not found!
 ---> 'Shape(23567)-FileName': Shape-file 'SR_2tTun_c_Crv_01000r01d.s' not found!
 ---> 'Shape(23568)-FileName': Shape-file 'SR_2tTun_c_Crv_01000r05d.s' not found!
 ---> 'Shape(23569)-FileName': Shape-file 'SR_2tTun_c_Crv_01000r10d.s' not found!
 ---> 'Shape(23570)-FileName': Shape-file 'SR_2tTun_c_Crv_01000r20d.s' not found!
 ---> 'Shape(23571)-FileName': Shape-file 'SR_2tTun_c_Crv_01500r01d.s' not found!
 ---> 'Shape(23572)-FileName': Shape-file 'SR_2tTun_c_Crv_01500r05d.s' not found!
 ---> 'Shape(23573)-FileName': Shape-file 'SR_2tTun_c_Crv_01500r10d.s' not found!
 ---> 'Shape(23574)-FileName': Shape-file 'SR_2tTun_c_Crv_01500r20d.s' not found!
 ---> 'Shape(23575)-FileName': Shape-file 'SR_2tTun_c_Crv_02000r01d.s' not found!
 ---> 'Shape(23576)-FileName': Shape-file 'SR_2tTun_c_Crv_02000r05d.s' not found!
 ---> 'Shape(23577)-FileName': Shape-file 'SR_2tTun_c_Crv_02000r10d.s' not found!
 ---> 'Shape(23578)-FileName': Shape-file 'SR_2tTun_c_Crv_02000r20d.s' not found!
 ---> 'Shape(23579)-FileName': Shape-file 'SR_1tStr_c_001_5m.s' not found!
 ---> 'Shape(23580)-FileName': Shape-file 'SR_1tStr_c_024m.s' not found!
 ---> 'Shape(23581)-FileName': Shape-file 'SR_1tStr_w_001_5m.s' not found!
 ---> 'Shape(23582)-FileName': Shape-file 'SR_1tStr_w_024m.s' not found!
 ---> 'Shape(23583)-FileName': Shape-file 'SR_1tSwt_c_im10dL_NS.s' not found!
 ---> 'Shape(23584)-FileName': Shape-file 'SR_1tSwt_c_im10dR_NS.s' not found!
 ---> 'Shape(23585)-FileName': Shape-file 'SR_1tSwt_c_im10dL_Div_NS.s' not found!
 ---> 'Shape(23586)-FileName': Shape-file 'SR_1tSwt_c_im10dR_Div_NS.s' not found!
 ---> 'Shape(23587)-FileName': Shape-file 'SR_1tSwt_c_m10dL_NS.s' not found!
 ---> 'Shape(23588)-FileName': Shape-file 'SR_1tSwt_c_m10dR_NS.s' not found!
 ---> 'Shape(23589)-FileName': Shape-file 'SR_1tSwt_c_m10dL_Div_NS.s' not found!
 ---> 'Shape(23590)-FileName': Shape-file 'SR_1tSwt_c_m10dR_Div_NS.s' not found!
 ---> 'Shape(23591)-FileName': Shape-file 'SR_1tSwt_c_a10dL.s' not found!
 ---> 'Shape(23592)-FileName': Shape-file 'SR_1tSwt_c_a10dR.s' not found!
 ---> 'Shape(23593)-FileName': Shape-file 'SR_XtCrv_w_00600r01dA.s' not found!
 ---> 'Shape(23594)-FileName': Shape-file 'SR_XtCrv_w_00600r01dB.s' not found!
 ---> 'Shape(23595)-FileName': Shape-file 'SR_XtCrv_w_00600r01dD.s' not found!
 ---> 'Shape(23596)-FileName': Shape-file 'SR_XtCrv_w_00600r01dE.s' not found!
 ---> 'Shape(23597)-FileName': Shape-file 'SR_XtCrv_w_00600r05dA.s' not found!
 ---> 'Shape(23598)-FileName': Shape-file 'SR_XtCrv_w_00600r05dB.s' not found!
 ---> 'Shape(23599)-FileName': Shape-file 'SR_XtCrv_w_00600r05dD.s' not found!
 ---> 'Shape(23600)-FileName': Shape-file 'SR_XtCrv_w_00600r05dE.s' not found!
 ---> 'Shape(23601)-FileName': Shape-file 'SR_XtCrv_w_00600r10dA.s' not found!
 ---> 'Shape(23602)-FileName': Shape-file 'SR_XtCrv_w_00600r10dB.s' not found!
 ---> 'Shape(23603)-FileName': Shape-file 'SR_XtCrv_w_00600r10dD.s' not found!
 ---> 'Shape(23604)-FileName': Shape-file 'SR_XtCrv_w_00600r10dE.s' not found!
 ---> 'Shape(23605)-FileName': Shape-file 'SR_1tCrv_w_00600r01d.s' not found!
 ---> 'Shape(23606)-FileName': Shape-file 'SR_1tCrv_w_00600r05d.s' not found!
 ---> 'Shape(23607)-FileName': Shape-file 'SR_1tCrv_w_00600r10d.s' not found!
 ---> 'Shape(23608)-FileName': Shape-file 'SR_1tCrv_w_00600r20d.s' not found!
 ---> 'Shape(23609)-FileName': Shape-file 'SR_XtCrv_w_04000r00_25dA.s' not found!
 ---> 'Shape(23610)-FileName': Shape-file 'SR_XtCrv_w_04000r00_25dB.s' not found!
 ---> 'Shape(23611)-FileName': Shape-file 'SR_XtCrv_w_04000r00_25dD.s' not found!
 ---> 'Shape(23612)-FileName': Shape-file 'SR_XtCrv_w_04000r00_25dE.s' not found!
 ---> 'Shape(23613)-FileName': Shape-file 'SR_3tStr_y_019_8m.s' not found!
 ---> 'Shape(23614)-FileName': Shape-file 'SR_3tStr_y_039_7m.s' not found!
 ---> 'Shape(23615)-FileName': Shape-file 'SR_3tStr_y_050m.s' not found!
 ---> 'Shape(23616)-FileName': Shape-file 'SR_3tStr_y_059_6m.s' not found!
 ---> 'Shape(23617)-FileName': Shape-file 'SR_3tStr_y_079_5m.s' not found!
 ---> 'Shape(23618)-FileName': Shape-file 'SR_3tStr_y_099_3m.s' not found!
 ---> 'Shape(23619)-FileName': Shape-file 'SR_3tStr_y_100m.s' not found!
 ---> 'Shape(23620)-FileName': Shape-file 'SR_3tStr_y_198_7m.s' not found!
 ---> 'Shape(23621)-FileName': Shape-file 'SR_1tStr_y_000_2m.s' not found!
 ---> 'Shape(23622)-FileName': Shape-file 'SR_7tStr_y_500m.s' not found!
 ---> 'Shape(23623)-FileName': Shape-file 'SR_3tStr_y_250m.s' not found!
 ---> 'Shape(23624)-FileName': Shape-file 'SR_3tStr_y_500m.s' not found!
 ---> 'Shape(23625)-FileName': Shape-file 'SR_4tStr_y_010m.s' not found!
 ---> 'Shape(23626)-FileName': Shape-file 'SR_4tStr_y_019_8m.s' not found!
 ---> 'Shape(23627)-FileName': Shape-file 'SR_4tStr_y_039_7m.s' not found!
 ---> 'Shape(23628)-FileName': Shape-file 'SR_4tStr_y_050m.s' not found!
 ---> 'Shape(23629)-FileName': Shape-file 'SR_4tStr_y_059_6m.s' not found!
 ---> 'Shape(23630)-FileName': Shape-file 'SR_4tStr_y_079_5m.s' not found!
 ---> 'Shape(23631)-FileName': Shape-file 'SR_4tStr_y_099_3m.s' not found!
 ---> 'Shape(23632)-FileName': Shape-file 'SR_4tStr_y_100m.s' not found!
 ---> 'Shape(23633)-FileName': Shape-file 'SR_4tStr_y_198_7m.s' not found!
 ---> 'Shape(23634)-FileName': Shape-file 'SR_4tStr_y_250m.s' not found!
 ---> 'Shape(23635)-FileName': Shape-file 'SR_4tStr_y_500m.s' not found!
 ---> 'Shape(23636)-FileName': Shape-file 'SR_5tStr_y_010m.s' not found!
 ---> 'Shape(23637)-FileName': Shape-file 'SR_5tStr_y_019_8m.s' not found!
 ---> 'Shape(23638)-FileName': Shape-file 'SR_5tStr_y_039_7m.s' not found!
 ---> 'Shape(23639)-FileName': Shape-file 'SR_5tStr_y_050m.s' not found!
 ---> 'Shape(23640)-FileName': Shape-file 'SR_5tStr_y_059_6m.s' not found!
 ---> 'Shape(23641)-FileName': Shape-file 'SR_5tStr_y_079_5m.s' not found!
 ---> 'Shape(23642)-FileName': Shape-file 'SR_5tStr_y_099_3m.s' not found!
 ---> 'Shape(23643)-FileName': Shape-file 'SR_5tStr_y_100m.s' not found!
 ---> 'Shape(23644)-FileName': Shape-file 'SR_5tStr_y_198_7m.s' not found!
 ---> 'Shape(23645)-FileName': Shape-file 'SR_5tStr_y_250m.s' not found!
 ---> 'Shape(23646)-FileName': Shape-file 'SR_5tStr_y_500m.s' not found!
 ---> 'Shape(23647)-FileName': Shape-file 'SR_6tStr_y_010m.s' not found!
 ---> 'Shape(23648)-FileName': Shape-file 'SR_6tStr_y_019_8m.s' not found!
 ---> 'Shape(23649)-FileName': Shape-file 'SR_6tStr_y_039_7m.s' not found!
 ---> 'Shape(23650)-FileName': Shape-file 'SR_6tStr_y_050m.s' not found!
 ---> 'Shape(23651)-FileName': Shape-file 'SR_6tStr_y_059_6m.s' not found!
 ---> 'Shape(23652)-FileName': Shape-file 'SR_6tStr_y_079_5m.s' not found!
 ---> 'Shape(23653)-FileName': Shape-file 'SR_6tStr_y_099_3m.s' not found!
 ---> 'Shape(23654)-FileName': Shape-file 'SR_6tStr_y_100m.s' not found!
 ---> 'Shape(23655)-FileName': Shape-file 'SR_6tStr_y_198_7m.s' not found!
 ---> 'Shape(23656)-FileName': Shape-file 'SR_6tStr_y_250m.s' not found!
 ---> 'Shape(23657)-FileName': Shape-file 'SR_6tStr_y_500m.s' not found!
 ---> 'Shape(23658)-FileName': Shape-file 'SR_7tStr_y_010m.s' not found!
 ---> 'Shape(23659)-FileName': Shape-file 'SR_7tStr_y_019_8m.s' not found!
 ---> 'Shape(23660)-FileName': Shape-file 'SR_7tStr_y_039_7m.s' not found!
 ---> 'Shape(23661)-FileName': Shape-file 'SR_7tStr_y_050m.s' not found!
 ---> 'Shape(23662)-FileName': Shape-file 'SR_7tStr_y_059_6m.s' not found!
 ---> 'Shape(23663)-FileName': Shape-file 'SR_7tStr_y_079_5m.s' not found!
 ---> 'Shape(23664)-FileName': Shape-file 'SR_7tStr_y_099_3m.s' not found!
 ---> 'Shape(23665)-FileName': Shape-file 'SR_7tStr_y_100m.s' not found!
 ---> 'Shape(23666)-FileName': Shape-file 'SR_7tStr_y_198_7m.s' not found!
 ---> 'Shape(23667)-FileName': Shape-file 'SR_7tStr_y_250m.s' not found!
 ---> 'Shape(23668)-FileName': Shape-file 'SR_1tSwt_y_im06dL_Long.s' not found!
 ---> 'Shape(23669)-FileName': Shape-file 'SR_1tSwt_y_im06dL_Short.s' not found!
 ---> 'Shape(23670)-FileName': Shape-file 'SR_1tSwt_y_m06dL_Long.s' not found!
 ---> 'Shape(23671)-FileName': Shape-file 'SR_1tSwt_y_m06dL_Short.s' not found!
 ---> 'Shape(23672)-FileName': Shape-file 'SR_1tSwt_y_im06dR_Long.s' not found!
 ---> 'Shape(23673)-FileName': Shape-file 'SR_1tSwt_y_im06dR_Short.s' not found!
 ---> 'Shape(23674)-FileName': Shape-file 'SR_1tSwt_y_m06dR_Long.s' not found!
 ---> 'Shape(23675)-FileName': Shape-file 'SR_1tSwt_y_m06dR_Short.s' not found!
 ---> 'Shape(23676)-FileName': Shape-file 'SR_City_2LCrv_1000r01d.s' not found!
 ---> 'Shape(23677)-FileName': Shape-file 'SR_4tCrv_w_02000r05d.s' not found!
 ---> 'Shape(23678)-FileName': Shape-file 'SR_4tCrv_w_02000r10d.s' not found!
 ---> 'Shape(23679)-FileName': Shape-file 'SR_4tCrv_w_02000r20d.s' not found!
 ---> 'Shape(23680)-FileName': Shape-file 'SR_XtCrv_w_04000r00_125dA.s' not found!
 ---> 'Shape(23681)-FileName': Shape-file 'SR_1tCrv_c_00800r01d.s' not found!
 ---> 'Shape(23682)-FileName': Shape-file 'SR_1tCrv_c_00800r05d.s' not found!
 ---> 'Shape(23683)-FileName': Shape-file 'SR_1tCrv_c_00800r10d.s' not found!
 ---> 'Shape(23684)-FileName': Shape-file 'SR_1tCrv_w_00800r01d.s' not found!
 ---> 'Shape(23685)-FileName': Shape-file 'SR_1tCrv_w_00800r05d.s' not found!
 ---> 'Shape(23686)-FileName': Shape-file 'SR_1tCrv_w_00800r10d.s' not found!
 ---> 'Shape(23687)-FileName': Shape-file 'SR_1tCrv_c_00900r01d.s' not found!
 ---> 'Shape(23688)-FileName': Shape-file 'SR_1tCrv_c_00900r05d.s' not found!
 ---> 'Shape(23689)-FileName': Shape-file 'SR_1tCrv_c_00900r10d.s' not found!
 ---> 'Shape(23690)-FileName': Shape-file 'SR_1tCrv_w_00900r01d.s' not found!
 ---> 'Shape(23691)-FileName': Shape-file 'SR_1tCrv_w_00900r05d.s' not found!
 ---> 'Shape(23692)-FileName': Shape-file 'SR_1tCrv_w_00900r10d.s' not found!
 ---> 'Shape(23693)-FileName': Shape-file 'SR_XtCrv_c_00800r01dA.s' not found!
 ---> 'Shape(23694)-FileName': Shape-file 'SR_XtCrv_c_00800r01dB.s' not found!
 ---> 'Shape(23695)-FileName': Shape-file 'SR_XtCrv_c_00800r01dD.s' not found!
 ---> 'Shape(23696)-FileName': Shape-file 'SR_XtCrv_c_00800r01dE.s' not found!
 ---> 'Shape(23697)-FileName': Shape-file 'SR_XtCrv_w_00800r01dA.s' not found!
 ---> 'Shape(23698)-FileName': Shape-file 'SR_XtCrv_w_00800r01dB.s' not found!
 ---> 'Shape(23699)-FileName': Shape-file 'SR_XtCrv_w_00800r01dD.s' not found!
 ---> 'Shape(23700)-FileName': Shape-file 'SR_XtCrv_w_00800r01dE.s' not found!
 ---> 'Shape(23701)-FileName': Shape-file 'SR_XtCrv_c_00800r05dA.s' not found!
 ---> 'Shape(23702)-FileName': Shape-file 'SR_XtCrv_c_00800r05dB.s' not found!
 ---> 'Shape(23703)-FileName': Shape-file 'SR_XtCrv_c_00800r05dD.s' not found!
 ---> 'Shape(23704)-FileName': Shape-file 'SR_XtCrv_c_00800r05dE.s' not found!
 ---> 'Shape(23705)-FileName': Shape-file 'SR_XtCrv_w_00800r05dA.s' not found!
 ---> 'Shape(23706)-FileName': Shape-file 'SR_XtCrv_w_00800r05dB.s' not found!
 ---> 'Shape(23707)-FileName': Shape-file 'SR_XtCrv_w_00800r05dD.s' not found!
 ---> 'Shape(23708)-FileName': Shape-file 'SR_XtCrv_w_00800r05dE.s' not found!
 ---> 'Shape(23709)-FileName': Shape-file 'SR_XtCrv_c_00800r10dA.s' not found!
 ---> 'Shape(23710)-FileName': Shape-file 'SR_XtCrv_c_00800r10dB.s' not found!
 ---> 'Shape(23711)-FileName': Shape-file 'SR_XtCrv_c_00800r10dD.s' not found!
 ---> 'Shape(23712)-FileName': Shape-file 'SR_XtCrv_c_00800r10dE.s' not found!
 ---> 'Shape(23713)-FileName': Shape-file 'SR_XtCrv_w_00800r10dA.s' not found!
 ---> 'Shape(23714)-FileName': Shape-file 'SR_XtCrv_w_00800r10dB.s' not found!
 ---> 'Shape(23715)-FileName': Shape-file 'SR_XtCrv_w_00800r10dD.s' not found!
 ---> 'Shape(23716)-FileName': Shape-file 'SR_XtCrv_w_00800r10dE.s' not found!
 ---> 'Shape(23717)-FileName': Shape-file 'SR_XtCrv_c_00900r01dA.s' not found!
 ---> 'Shape(23718)-FileName': Shape-file 'SR_XtCrv_c_00900r01dB.s' not found!
 ---> 'Shape(23719)-FileName': Shape-file 'SR_XtCrv_c_00900r01dD.s' not found!
 ---> 'Shape(23720)-FileName': Shape-file 'SR_XtCrv_c_00900r01dE.s' not found!
 ---> 'Shape(23721)-FileName': Shape-file 'SR_XtCrv_w_00900r01dA.s' not found!
 ---> 'Shape(23722)-FileName': Shape-file 'SR_XtCrv_w_00900r01dB.s' not found!
 ---> 'Shape(23723)-FileName': Shape-file 'SR_XtCrv_w_00900r01dD.s' not found!
 ---> 'Shape(23724)-FileName': Shape-file 'SR_XtCrv_w_00900r01dE.s' not found!
 ---> 'Shape(23725)-FileName': Shape-file 'SR_XtCrv_c_00900r05dA.s' not found!
 ---> 'Shape(23726)-FileName': Shape-file 'SR_XtCrv_c_00900r05dB.s' not found!
 ---> 'Shape(23727)-FileName': Shape-file 'SR_XtCrv_c_00900r05dD.s' not found!
 ---> 'Shape(23728)-FileName': Shape-file 'SR_XtCrv_c_00900r05dE.s' not found!
